Tweet,Location,URL
"*Empiezo a explicar en la comida frente a mi papá sobre el porque romantizar que un niñx le haga Bullying a otrx porque le gusta, está mal* Mi gfe: Cállate ya Feminazi ridícula, come marrana que ya vas a empezar con tus mamadas",México Oaxaca,https://twitter.com/user/status/1389451745156378626
"*mi papá hablando de su infancia culera*
Mi tía: ajajaj mira este filtro te pone pelón","Nuevo León, México",https://twitter.com/user/status/1398869810084204545
??¡Que la lucha no termine hasta que la dignidad se vuelva costumbre! ¡América Latina será toda feminista! ??,México,https://twitter.com/FemCihuacoatl/status/1349253526006992896
"??¿Hasta cuando dejarán de matar a las mujeres en #Puebla? Idalia Torres Sánchez, de 28 años fue asesinada y hallada flotando en canal de aguas negras de Valsequillo #Tecamachalco ??https://bit.ly/3etsfUa","Puebla, México",https://twitter.com/user/status/1386361130944057352
??El 96% de las familias con hijos de 0 a 6 años atendidas por Cruz Roja está en riesgo de pobreza y exclusión social. ??Descubre más sobre la Crianza en la Primera Infacia analizada por @cruzroja,Guadalajara ,https://twitter.com/user/status/1397145248036491270
@_1cedcoffee JAJAJAJA nmms hombres siendo hombres,Oaxaca,https://twitter.com/user/status/1399204032871239682
"@_CarlieYo ?? ?? ?? Ese juego viene de la infancia, era muy popular ?? ?? ?? buen día","Aguascalientes, México",https://twitter.com/user/status/1398269698215661568
"@_carolxna Ya sabes, onvrez criticándola a ella y su esposo porque tenia tipo onlyfans con fotos sexys. Puro pendejo envidioso jajaja","Tampico, Tamaulipas",https://twitter.com/user/status/1393786289590255617
@_chipsfueg0 Onvrez,Mérida,https://twitter.com/user/status/1393720815468883972
@_frida_denis Me pasa me cagan los onvrez,Ciudad de mexico,https://twitter.com/user/status/1393808908792250368
@_KimberlyDiaz Pero siempre somos las peores por no entender ?? y cuando una es la culera ya no les gusta jaja,Mexico,https://twitter.com/user/status/1389377602322841604
@_noyolita Jajajaj no sé leer ?? a disfrutar pues,La Portales CDMX,https://twitter.com/user/status/1399130711836315654
"@45Resiliencia Me gustan tus ojos, me gusta tu mirada y tu sonrisa, un saludo enorme bella dama",Mx,https://twitter.com/user/status/1389026257183158275
"@Abner1023 De ellos dos si me gusta más Trey, espero que Aaron venga porque otra temporada con Garoppolo no es opción.","Monterrey, México",https://twitter.com/user/status/1387933207954399232
@AbrahamBrecas Te gusta la cagada? Eso explica porque te gusta re. Por favor no te calientes tanto we,Ciudad de Mexico,https://twitter.com/user/status/1388616800691048451
"@adrianGaalvan Eso mamonaaaaa, te amo bichota","Monterrey, Mexico",https://twitter.com/user/status/1399412873969889280
"@Alesidenew Que una dama sepa de béisbol gusta, que cuestione las reglas mercantilistas enamora.","La Paz, Baja California Sur",https://twitter.com/user/status/1388892948910194691
@alexciddeleon @lharthur La higuera es como el rosal: no le gusta otra planta cerca de ella,Ciudad de México.,https://twitter.com/user/status/1390486240231890947
"@alja16948978 Bueno, lo perdono namás porque tiene una que otra canción que me gusta.","Nuevo León, México",https://twitter.com/user/status/1387894027119439875
@Allisonort19 ¿Que se espera de esas cosas llamadas onvrez?,"Morelos, México",https://twitter.com/user/status/1393992596129828864
"@AlvaritoMorales te vas a volver a cambiar de equipo? Pinché marica de cagada, cobarde asqueroso poco hombre jajajaja puto imbecil","Queretaro, Mexico",https://twitter.com/user/status/1399205293339385857
@AmericaFemenil Mucha inversión para puro tiktok ese billete se lo inyecte al América de primera estás niñas puro baile,México,https://twitter.com/user/status/1391902794131595264
"@AndoenTachas_ No sé, pinches vatos mecos me cagan.","Atizapán de Zaragoza, México",https://twitter.com/user/status/1388144105104969728
@AndresG89246378 Perdóname mamá por ser tan borracha??,"Jilotepec, México",https://twitter.com/user/status/1391488383554310145
"@andyapple310 salud! A mi si me gusta esa, cumple. Otra forma de beber los vegetales diria Bobby Flay","Mérida, Yucatán, México.",https://twitter.com/user/status/1388547829891747845
"@angelicamtzr Nomás, leer sobre felicidad...",Culiacán,https://twitter.com/user/status/1398301023995842561
"@AntonioAttolini Aaaah cómo te gusta hacerte pendejo!!!! Sabía que estabas bruto, pero no sabía que además eras cobarde.","Guadalajara, Jalisco",https://twitter.com/user/status/1389684866908831746
"@Arana37524709 Buenos dias amable seguidora, ten un excelente martes, saludos cordiales.",Mexico city.,https://twitter.com/user/status/1399728324176269315
"@AristeguiOnline A este wey le encanta ser la víctima, va a hacer que lo arresten",Tenochtitlán,https://twitter.com/user/status/1386310124403363840
@AutosyMas Me quedo con el clásico.,Mexico df,https://twitter.com/user/status/1399143687108677632
@Barbieguerita Wera tu eres la mejor y una gran mujer trabajadora inteligente te gusta el café el pan y por si fuera poco muy guapa,"Puebla, México",https://twitter.com/user/status/1389725350083637249
@Baroverista A mi ni me gusta el FIFA y se me hace buen apodo jajajaj,Nuevo León,https://twitter.com/user/status/1388210987942117377
"@bec406 @quisuri1 A los mueganos multicolores les mama la cagada, señor.","Querétaro Arteaga, México",https://twitter.com/user/status/1391610254446796801
@belindapop ??Justo en mi infancia!! ??,México,https://twitter.com/user/status/1398502505999482881
"@betsa_triste q le quiten la corona a la tonta canada, la odiamos",Ciudad De México,https://twitter.com/user/status/1398350552459890695
"@BettyValdes25 Es que Betty no necesita onvrez, Betty es 100% cool","Nuevo León, México",https://twitter.com/user/status/1393345333942530056
"@Bicho1917 @rosdero A ti si, pero a tu novio que pesa más que yo, no. Suerte!","Toluca, México",https://twitter.com/user/status/1399208412018315266
"@blancasmadrigal @KercinIred80 @fgcabezadevaca @Silvano_A Son astutos y psicópatas,manipuladores y capases de matar a quien les caiga mal.",Mexico,https://twitter.com/user/status/1387961002952626179
@borisrossart1 @LaraMexico3 @lopezobrador_ No lo estás pero la sociedad tampoco ya es tan dejada,Tonalá Jalisco Mexico,https://twitter.com/user/status/1397742858396962819
"@camiicaro01 Jajaja yo también, dale que es miércoless perreo hasta el piso y las manos al cielooooo jajaja",Mexico,https://twitter.com/user/status/1397532815999348738
@CarlosCortesL Son hombres o payasos Jajajajaja,Pachuca.,https://twitter.com/user/status/1399203771603902464
"@Carloslopezjone @lopezobrador_ Solo recuerdo la infancia ""Estamos bien, manden $100""","Victoria, Tamaulipas",https://twitter.com/user/status/1397354528861605888
@CarlosLoret Cállate el hocico pinche patán de cuarta.,Jiutepec Morelos,https://twitter.com/user/status/1399371821217054720
"@celealarcon Esa es otra canción, esta es la ""canción con yandel"" de bad bunny pero como no te gusta pos no sabes ??","Morelia, Michoacán de Ocampo",https://twitter.com/user/status/1389427278459908097
@cenjl @Claudiashein Informamos al área operativa para su atención. Buena noche.,Ciudad de México,https://twitter.com/user/status/1399172136397279233
@CharlieSalaz @BETO_VALDES @CruzAzul @Javier_Alarcon_ @Paco_Villa_ Eeeeeepa!!! No todos somos villamelones.,Mexico City,https://twitter.com/user/status/1399244998038667264
@chema_nuel Era un promo tonta que tenías que comprar un combo y más 1 peso te daban una hamburguesa ?????????,CDMX ,https://twitter.com/user/status/1398499552781500419
@ChicIeBomba Y yo ando crudo ja ja ja ja ja,"Distrito Federal, México",https://twitter.com/user/status/1398713081602228228
"@ChicShion Pobre idiota, da risa este Presidente. Pero en fin, ustedes que les gusta el atole y violar la leyes.",ciudad de México,https://twitter.com/user/status/1387901276399280129
@chimmymazapan Yo use tu playlist para bañarme y terminé tallando el piso con la cola del perreo tan bueno que pusiste ??,México,https://twitter.com/user/status/1397377106665934850
@chocodonte La caricatura que marcó nuestra infancia a base de drama!!! ??????,"Jalisco, Mexico",https://twitter.com/user/status/1397182841532952579
@CNAC_GN Mil gracias por la atención ahora levanto reporté saludos cordiales,"San Luis Potosí, México",https://twitter.com/user/status/1399108476882898944
"@condosese Si, porque el pago se hace. No deberías tener problemas.",Mexico,https://twitter.com/user/status/1399139886058422273
@CPP_Mexicano @hdemauleon Jajaja como te gusta demostrar que eres ignorante jajaja que verguensa chairo parasito,ciudad de mexico,https://twitter.com/user/status/1389072390030860289
@DAVALO6 Se puede ser izquierdista pero no IMBÉCIL,Mexico,https://twitter.com/user/status/1399140004702691338
@dbarraganm05 Porque una cosa si me gusta y la otra no ??,"San Luis Potosí, México",https://twitter.com/user/status/1390490267686428673
"@dchilaquill Te salvas de relacionarte con onvrez, no veo pierde https://t.co/t7EBT4LFgl","Monterrey, Nuevo León",https://twitter.com/user/status/1394126943163924481
@DeLaTorreG19 @LBallesterosM @ignazspain Totalmente de acuerdo. La ignorancia en el uso del lenguaje ha sido la cre?? https://t.co/8AXcUDM99R,"Le??n, Guanajuato",https://twitter.com/user/status/1399185943228211200
@didierooo Not yet! Pero ya no quiero ser asalariada??quiero ser independiente ??,"Guadalajara, Jalisco, Mexico",https://twitter.com/user/status/1399839024093741063
@DiegoArmaMedina No quieras desviar la atención del fuera manos guangas!!!!,"Monterrey, Nuevo León",https://twitter.com/user/status/1399013719212969985
@diputadospan @AccionNacional @AccionNacional que son unas vil mierdas rateros racistas chingan al mexicano son el cáncer del país,"Cuernavaca, Morelos",https://twitter.com/user/status/1388327287532277762
@donajicantu Es cuestión de onvrez h3t3r0. Yo tampoco lo entiendo.,"Nopaltepec, México",https://twitter.com/user/status/1393407505733230596
"@DonIzquierdo_ El Fiscal Babosa ya lo exculpó:
Que este SI estaba en Servicio.",Mexico,https://twitter.com/user/status/1399133125297442816
@DonVocero Eso le gusta a losnde Guerrero.  Ni como ayudarlos.,Mexico DF,https://twitter.com/user/status/1387980131373916162
@edaliqi Yo creo k si lo va a leer ??,Culiacan Sinaloa,https://twitter.com/user/status/1397371665353486338
"@El_Chamuco EL GOBIERNO DE LA GENTE TONTA NO SE PUEDE SUPERAR, PORQUE HAY MUCHA Y SU VOZ CUENTA TANTO COMO LA NUESTRA","Atizapán de Zaragoza, México",https://twitter.com/user/status/1399156228362805253
"@ElJuntapalabras @eri48556172 me cagan los pinches salgado y morena y la 4t, pero ese CV es de hace 3 años, ahora tiene 39","Distrito Federal, México",https://twitter.com/user/status/1388949198066929668
@elMartinGomez Gambito de dama,"hermosillo, sonora, mexico",https://twitter.com/user/status/1370088362107928576
"@elomarsoto No, para beber tengo una playlist llamada ""SEÑORA DEJADA LAVANDO TRASTES"" ????",Guatemala,https://twitter.com/user/status/1398001037068357638
"@elwiloolea Putos bipolares, a ese tipo de cuentas me cagan, por pinches mamones, putean a lo pendejo.","Huauchinango, Puebla",https://twitter.com/user/status/1393202412899426306
@EmiSantiiago Me repatea leer el mismo pinshe tweet copiado por todos,"Hermosillo, Sonora",https://twitter.com/user/status/1397395644071829505
@EPNComandante Que inteligente mi lord. Lo desconozco ??????,"León, Guanajuato",https://twitter.com/user/status/1399801193665282048
"@erwincg Chales, no me gusta el melon, había otra fruta?","Río Bravo, Tamaulipas",https://twitter.com/user/status/1390429566167048193
"@EsDeMamador Pinches mamadores, como les encanta decir de cosas en temas que nada que ver... si si ya te vimos. https://t.co/VBsC2rhLYm","San Luis Potosí, México",https://twitter.com/user/status/1388739891601625090
"@feer_lazo Jiji , no, me refiero a otra cosa . Pero es que no se aplican jiji .","Mexico, ME",https://twitter.com/user/status/1399139853397381123
"@feligrease Sí, pinches reguetoneros la cagan siempre.","Torreón, Coahuila, México",https://twitter.com/user/status/1387613669970874371
@fernandaavas Mi gordita hermosa preciosaaa es muy inteligente ????????,"Guaymas, Sonora",https://twitter.com/user/status/1399249472958255108
@FernndezCrisfnb Así es. Es el gobierno de la infamia y de la mentira por que gobierna al pueblo cobarde y de twitter.,"Ciudad de mexico, mexico",https://twitter.com/user/status/1399922900795367428
"@FiscaliaSinaloa Que bueno, matar animales sin motivo es un rasgo que presentan los psicópatas que se convierten en asesinos de personas.","Iztacalco, Distrito Federal",https://twitter.com/user/status/1387385648898793475
"@FranciscoFlora3 También su contenido era una mierda, una mentira!!!! Pero a la gente le gusta el circo ni hablar!!!!",Mexico d.f.,https://twitter.com/user/status/1388000075826204678
@gabygraciar CHINGONA Y BICHOTA.,"Monterrey, Mexico",https://twitter.com/user/status/1397566759339708423
"@GemaKopitl Qué tonta estoy ?????????????? no me fije jaja, el lunes nos vamos con todo.","Querétaro, Querétaro Arteaga",https://twitter.com/user/status/1398688965042085894
"@GerundioE Ay amigo,es triste leer eso, cuídate mucho",Ciudad de México,https://twitter.com/user/status/1399173306276794369
"@gibranrr @m_ebrard Que hueva leer todo eso,un resumen ??","Chihuahua, México",https://twitter.com/user/status/1398131706532708355
"@GlodeJo07 @juandiego84 Si a la gente le gusta la mierda pues dales mierda, así de fácil",Queretaro,https://twitter.com/user/status/1388609715740024832
@godokoro Me voy a la mierda.,Mexico,https://twitter.com/user/status/1399147510443167746
"@goliveros Grosera intromisión, provocada completamente por el mismo gobierno. Y cada vez la intromision será más grosera y desde más lados","Monterrey, Mexico",https://twitter.com/user/status/1398262621577568265
"@GuilloGil_ @FelipeCalderon Ya supéralo, traga mierda, esa pinche barda costó menos que cualquier pe dejada de tu falso mesías.","Guadalajara, Jalisco",https://twitter.com/user/status/1399832781623115778
@gwy_net_dotcom No eres tonta,Mexico,https://twitter.com/user/status/1398038242251919367
@HalconNegroJR Esperimentsras con parejas hombres o solo mujeres,Queretaro. Mx,https://twitter.com/user/status/1399184423552159746
"@Hanahana094 Tan lindaaa????,cuando Yuji te leyo la carta yo también lloré con ustedes ?? admito que soy muy chillóna jaja ??","Chihuahua,Mexico",https://twitter.com/user/status/1399569925967159302
"@HBOMaxLA Pregunta tal vez tonta, pero: va a seguir apareciendo el espantoso logo/marca de agua de HBO en toda su programación?

Gracias!","Aguascalientes, México",https://twitter.com/user/status/1398010489930764288
"@HctorEnriqueOr4 Si, pero es que a mi no me gusta mucho presumir, ya que no es mi estilo ni gusto","Emiliano Zapata, Morelos",https://twitter.com/user/status/1389032086191984642
"@hdemauleon Eso no importa, lo que realmente vale la pena es el pescado que me voy a comer hoy, con su quesillo y sus frijoles!!!",CDMX,https://twitter.com/user/status/1399154958256291840
@hot_cheet me gusta saltar en otra cosa la vdd,"Distrito Federal, México",https://twitter.com/user/status/1389745716596285441
@imartinezp_ Gracias bb aunque no se mi cumple Te quiero ??,Mexico,https://twitter.com/user/status/1399139828302815234
@Inquisidor73 Pinches gringos bro se maman,mexico city,https://twitter.com/user/status/1392654174261813248
"@intergdl94 A mi me gusta poquito menos peluda, pero una buena mamada no te la niego ;)","Zapopan, MX",https://twitter.com/user/status/1387889144857124865
@intheskyKari Jajajaja mi psicóloga medijo que en mi caso fue por la ausencia paterna jajajaja,México,https://twitter.com/user/status/1397669396349427713
"@itsaleQ Pero si eres chiquita, próspera y bichota ????","Guanajuato, Mexico",https://twitter.com/user/status/1399544333326602243
@jaimeacevedoglz te amo pinche novio chingon que tengo????,"Tamaulipas, México",https://twitter.com/user/status/1398869967286661121
@jaqui_do Btw si conoces alguien menor de 18 y no te voy a decir quién soy xddd,Mexico,https://twitter.com/user/status/1399147137582129160
"@JCZamora07 @SancadillaNorte @TUDNMEX @TUDNUSA @TudnRadio Me encanta el fut, soy apasionado, ganchado y todo.  Pero REALLY??? Que imbeciles","Monterrey, Nuevo León",https://twitter.com/user/status/1388125891469799425
@JesusRCuevas @INEMexico Cómo les encanta moldear la historia para que quepa en su narrativa. Lo peor son los idiotas que todo te creen.,Ciudad de México,https://twitter.com/user/status/1387250605643730944
@JulietaRo Hay gente rara que no les gusta el aguacate ¿verdad @theoalejandre?,"Guadalajara, México",https://twitter.com/user/status/1390072083388850180
@KunIzanagi @PinkyRosa12 Por qué hay gente tonta,"Tlalpan, Distrito Federal",https://twitter.com/user/status/1399166293597642754
"@LaAleinad Nambre, solo quiero ser una buena figura paterna.",Mexico Jalisco,https://twitter.com/user/status/1397359981066784770
"@LaBocina_ Pinches hipócritas neta, me cagan.",Monterrey México,https://twitter.com/user/status/1387782208040017926
"@LaComadree @pacocienfuegos Se maman, pinches canciones, trae mas ritmo la del fierro viejo",Oaxaca ,https://twitter.com/user/status/1392993012125339650
"@LausMG @CruzAzul Bien ganado chaparra, saludos","Guadalajara, Mexico",https://twitter.com/user/status/1399207954801479681
"@LaylaB_A Es que ya ni la chingan, está justo en el cruce peatonal la puta muralla esa. Y no entiendo cómo no la quitan.","Monterrey, Nuevo León",https://twitter.com/user/status/1387643866719821827
"@lopezdoriga Pinche mentiroso, oye kks, no te cansas de decir estupideces?",Mexico,https://twitter.com/user/status/1399358695809687554
@lopezobrador_ Sacate a la chingada pinche anciano nefasto,Mexico city,https://twitter.com/user/status/1399242550091911168
"@lopezobrador_ Si no fuera una bajeza, le recomendaría Vitacilina. 
Pero yo no soy así…
??",México,https://twitter.com/user/status/1399133364079235080
@luciilexss Guapa te mereces esta atencion,"Apodaca, Nuevo León",https://twitter.com/user/status/1399165277615558671
"@luisghernan @almaldo2 Hay personal muy tonta, ni que fuera consome.",Mexico,https://twitter.com/user/status/1398458590424350721
"@LukamGarcia Claro que se lo toma con humor, pero como me cagan las pinches ratas blancas en los comentarios.","Veracruz, Veracruz, México",https://twitter.com/user/status/1387520141789958146
"@maacazz JAJAJAJAJ tonta, a que hora es tu examen?",San Nicolás de los Garza,https://twitter.com/user/status/1398264667995267075
@mafasu No se donde nació solo se que es DELICIOSA,Mexico,https://twitter.com/user/status/1399139848972275712
@maffffeeee La tonta te dicen.,Mexico,https://twitter.com/user/status/1396472629587021828
"@MageC_XboX Pinches spoilers y gente que les encanta joderle la experiencia a los demás jajajaja, lo bueno que ya lo terminé.",México DF,https://twitter.com/user/status/1387421186267680769
@manucita Jajaja hoy que me fui a vacunar; se me olvidó ponerme mis anillos ; entonces pensaron que soy mamá soltera,"MEXICO, QUERETARO",https://twitter.com/user/status/1393391778984775687
@MarianaaGll JAJAJAJA putona nivel tengo a mi mamá en facebook,"Aguascalientes, México ",https://twitter.com/user/status/1392545794750812162
@marianagc ¡Claro que sí! A los primeros que se chingan es a los pobres.,Mexico City,https://twitter.com/user/status/1389787942231625732
@MarielSalazr Puta gente como cagan el palo gonorrea. ????,"El Oro, México",https://twitter.com/user/status/1389590718696484867
@marienfz A mi ni me gusta ??,Ciudad de Mexico ,https://twitter.com/user/status/1389414763663331329
@martinolimx Apenas con 10 hrs de  campeones bien pinche contento como una lombriz,irapuato,https://twitter.com/user/status/1399358385787637768
@marvinhamm @firulaisasalvo @MorganaleFay_ Ayyyy me encanta!!! Está bien loca jajaja,Mexico City,https://twitter.com/user/status/1388173562465464322
"@mediotiempo Para variar el pinche Naco de Corona.
No aprende el Pendejo.","Veracruz, Mexico",https://twitter.com/user/status/1399334208842223623
@minaddiction pero no sé inglés ):,Mexico,https://twitter.com/user/status/1399139855733563395
"@miss_pilingas No en la mujer el normal es 90-100 en hombres 110-120... cambia la dieta, has m??s ejercicio, sin cor?? https://t.co/kMxfxKuPY7",Hermosillo Sonora,https://twitter.com/user/status/1398410059894300675
@MrJonfer El de hablar está precioso ?? aún con todo y su mirada arrogante me gusta,"San Juan de Sabinas, Coahuila ",https://twitter.com/user/status/1388210366522351618
"@MrReyKing También los que más maman saber de fotografía son los que toman las instantáneas más culeras, se sabe mi lic.","Puebla de los Angeles, México",https://twitter.com/user/status/1391043838714826758
@MXonacatepec @RiveraVivanco_ No voy a votar para que me quiten todo y me obliguen a comer de un basurero #NiUnVotoAMORENAyALIADOS,Mexico,https://twitter.com/user/status/1399151163216367616
@nau_gh @gabrielrufian TU QUE HAS ESTUDIADO BASTARDO FASCISTA PEDERASTA VIOLADOR Y ASESINO,Mexico,https://twitter.com/user/status/1398704512207142917
@ObedLop09103494 Eres el hombre Perfecto. Guapo e inteligente!!,"León, Guanajuato",https://twitter.com/user/status/1400225632567447552
@Osculele Póngale lo de escorpio fijo le dice que si,Mexico,https://twitter.com/user/status/1399133097313161216
@panaclo Me encanta lo malosos que son y cretinos. Pobre México no pudo quedar en peores manos,"Huitzilac, Morelos",https://twitter.com/user/status/1387558346534711297
"@paolamcrn Wey son pendejos, quieren agarrar a una de tonta",Mexico,https://twitter.com/user/status/1397905703768035338
@Parejas22357553 Hermosa dama,"Toluca, M?xico",https://twitter.com/user/status/1371991635404423170
@PumasMX  no les da pena tener un “DT” improvisado? Y 22 “futbolistas” sin huevos?   Y sin dignidad? De verdad entrenan? Cuánto le pagan a la basura de Jesús Ramirez por esos pinches “refuerzos” que son más malos que los mismos canteranos en los que nadie confía? Me cagan!,DF,https://twitter.com/user/status/1389068560077660161
"@ReppeGuerrero Chingaos!

La neta voy a terminar yendo solo al cine todos los domingos.",México,https://twitter.com/user/status/1399151405508841473
"@RicardoPonce82 Asquesoro violador y manipulador. Tu retórica barata llegará pronto a su fin...
#RicardoPonceDebeIrPreso",Ciudad De México ,https://twitter.com/user/status/1399043861213814790
"@RicardoPonce82 No, tu eres un asqueroso violador. El que está mal eres tú.","Ecatepec de Morelos, México",https://twitter.com/user/status/1398787297504530433
"@RicardoPonce82 tú, por ejemplo, eres un VIOLADOR serial ?????????",Mexico,https://twitter.com/user/status/1399071679343697928
@riri_nntmr Hermosa dama,"Manzanillo, Colima, Mexico",https://twitter.com/user/status/1372077899763814400
@rochaperiodista Tu voto es para un violador verdad.,Mexico,https://twitter.com/user/status/1398982146019270660
@Rodo_el_Vikingo Te faltó decir que te gustan los perritos y las chelas. Y que eres un chingón. ???,México,https://twitter.com/user/status/1397535059276619777
"@rogerps @JonnyRushMx @flakobatako No tienen ni puta idea de lo que están haciendo... Pero jaló, pero jaló...",Estado de México,https://twitter.com/user/status/1390851523635208195
@SIDISSP_GobOax,"México, Puebla",https://twitter.com/user/status/1399169247130046464
"@skeeter_fk Amor, comencé a sentirme mal y apenas voy recuperandome hace una hora me levanté bien.",Mexico,https://twitter.com/user/status/1399147464888815617
@SoyEvelynSalgad Una pena ser el títere de un violador. Así sea tu padre.,"México, DF.",https://twitter.com/user/status/1399039920212172806
@sportland_stc,"Culiacán, Sinaloa",https://twitter.com/user/status/1398302159729463303
@SSP_GobOax,"Guadalajara, Jalisco",https://twitter.com/user/status/1399173050554257411
"@tadeonieto12 Jasjajaja una alumna de mi mamá, otra se llama SHAKIRA",San Luis.,https://twitter.com/user/status/1390500624802979842
"@TeamKenGuatee Soy rara, a y también me gusta los escarabajos con mucho chile",Ciudad de México,https://twitter.com/user/status/1389977073444433922
"@TenochHuerta Ya conseguiste tu contrato en Marvel y Disney por ser moreno, ¿Que más quieres? Como te encanta hacerte la víctima.","Distrito Federal, México",https://twitter.com/user/status/1387157776753995783
@todotentacion @2ogerJunior Uh mi novio hermoso! Así como estoy ahorita de crudo te la succiono hasta arrancarla??,México D.F.,https://twitter.com/user/status/1398679576696532998
@TrevioXimena JAJAJA infancia frustrada,"Monterrey, Nuevo León",https://twitter.com/user/status/1397202544124911617
@UPCOaxaca,Ciudad de México,https://twitter.com/user/status/1399135167210459145
