Tweet,Location,URL
#nomasfeminismo pinshis morras vyan a la cocina y agamen un sándwich :v,Mexico,https://twitter.com/jotaa88344261/status/769673876804661249
#YoNoLesCreo Mitomanas.,Mexico,https://twitter.com/HeleodoroHern89/status/1398758967334125570
*Lesbiana feminazi,Mexico,https://twitter.com/gregsanzco/status/1389696025896517633
"*Morra tiene mucho dinero por sus tetotas y/o nalgotas* La misma morra: gracias a todos por su apoyo, me ha costado mucho esfuerzo tener lo que tengo. El querer es poder?????????",Mexico,https://twitter.com/Cab_Negro_90/status/1391571265232719878
"*Tienes la panocha muy usada, ya no quiero penetrarla. Ningún hombre, jamás.",Mexico,https://twitter.com/Dora_dita_/status/1166793061357113344
"... “se embraza por creer que entiende cómo funciona su cuerpa “, “ se complica y aborta” fin de la historia ...",Mexico,https://twitter.com/attila_rouviere/status/1381807375993212930
.... bien pndja ud !!! que se cayó de pequeña o que .... o tomaba leche paterna ???,Mexico,https://twitter.com/EL_KUAJINAIS/status/1389674725568389123
"??????????????????Ese pobre pendejos, aparte de fea la e-thot se ve que está gorda o embarazada, no mamar jajajaja y sucia la morra pinche tiradero que tiene, esos vírgenes se dejan engañar por una par de tetas y si esta embarazada pues es por eos jajajaja.",Mexico,https://twitter.com/DantesInfernoXV/status/1391736266950119429
"????????pinchas viejas locas, ahora leen a las personas por sus gestos, están bien loquillas, y si, les dije viejas, yo soy viejo supongo, no se ofendan ridículas, y mi mamá no es vieja, es grande de edad y voto por AMLO, ustedes son culebras, chulada!!!","Jalisco, México",https://twitter.com/user/status/1391234816553717761
"????No mamen, a poco si les depositan por un poco de atención?",Mexico,https://twitter.com/cburcia1/status/1390084088648851459
??qué feo fingirse víctima eterna solo por ser mujer,Mexico,https://twitter.com/dejateilumino/status/1389442056469237760
"??Viva ????? suena al tipo de gatas mexicanas nalgas prontas con cualquier extranjero solo por interés, que halla sólo se las cogen y dejan tiradas, Mexican en ????es literal un término derogativo. Viva ????jajajaj pendeja.",Mexico,https://twitter.com/alexm00n/status/1392208857410252802
@_AndreaLozanoo La mamá de las putas,"Guadalupe, Nuevo León",https://twitter.com/user/status/1390887504061026306
@_ilusaa Les encanta presumir sus miserables vidas haha,Mexico,https://twitter.com/user/status/1386901277502754820
"@_nachitaa Mido más que tú gorda apestosa, no tienes derecho ni de hablar, bájale a las tortas que a este paso la diabetes te va a matar.","Veracruz, México",https://twitter.com/user/status/1387625845657939972
@_nayeligalindo Y también que te gusta la mala vida cabrona ?????????????,Durango,https://twitter.com/user/status/1388257363853971456
"@Agusgd10 @35P1T14 Wey esos dos cabrones se maman,pero tengo fe cabron y que chinguen a su madre las pinches perras con cuernos","Iztapalapa, Distrito Federal",https://twitter.com/user/status/1393021275212292103
"@Ale_ceschi Adivino, feminazi?","Monterrey, Mexico",https://twitter.com/user/status/1370509908647407617
"@AleLadyBird @JTrianaT @laishawilkins @PartidoMorenaMx Hdtpm tu cabrona, la mamá que tiene que ver aquí cerda asquerosa","San Luis Potosí, México",https://twitter.com/user/status/1391538026984136704
@AMaciasS1 Una puta rica una perita q le encanta la verga y le quiero comer el culo,Benito Juárez,https://twitter.com/user/status/1388936844247711744
@AngysPaolis como sufre la hdsptm.,Monterrey,https://twitter.com/_OsvaldoTrejo/status/1337278330714918912
@AranzaGz Al parecer me gusta la moda marimacha JAJAJAJAJAJ,"San Luis Potosí, México",https://twitter.com/user/status/1389603989839360006
"@AztecaNoticias Así deberían ir por las feminazis cuando están desmadrando todo y saqueando Oxxos, bueno dudo mucho que tengan mamá. ??","Distrito Federal, México",https://twitter.com/user/status/1391507993490083846
"@CanpdcheDe Si es cierto es niñato, y bastante payasa, pero me encanta ese culito de macho",Campeche,https://twitter.com/user/status/1389027571543781376
"@CarlosAJimnez4 Seguro le encanta fornicar, pero es una hipócrita.","San José Iturbide, Guanajuato",https://twitter.com/user/status/1386163162563575812
"@cesarbriones92 Te voy a matar pendeja
Dame dulces","Puebla, Pue.",https://twitter.com/user/status/1386700185460375552
@ConstanzaGava A las amigas no se les presente ni tú novio ni el que te gusta ????,"Toluca, México",https://twitter.com/user/status/1390097963737886721
"@ConsueloDuval que mal te escuchaste el mencionar que el nombre de Horacio V. Te daba vomito, creo que eso no se hace!! Porque que eres una figura pública y una dama. Se oyó como transfobica. No le envíes al Universo lo que no quieres para tí, esa es mi sugerencia... Saludos","Coyoac?n, Distrito Federal",https://twitter.com/user/status/1371920954679508992
@CrisMogarc @giogutierrezag Porque eres necio aprende que tienes que demostrar cuando cruzas sino quedas como chismosa de esquina,mexico df,https://twitter.com/user/status/1398388082324525057
@CulturaColectiv Y la mamá? Dónde está la educación que se supone le dieron a esa berrinchuda? De pena ajena,México D.F ,https://twitter.com/user/status/1393254647503142914
@DenYanine Yo le meto su salver por su orificio para que aprenda a cuidar a una dama el hds..... M,"Puebla, M?xico",https://twitter.com/user/status/1372068703026692096
"@elsolde_mexico Pinché diputados de porquería , que esa Gabriela Medina se vaya mucho a chingar a su puta madre con las propuestas estupidas",Saltillo Coahuila Mexico,https://twitter.com/user/status/1388211635861409793
@EsDeMamador eso es una mama luchona buchona como es ?,"Chimalhuacán, México",https://twitter.com/user/status/1392282144735645701
@EsDeMamador_ Otra mamá luchona??,"San Luis Potosí, México",https://twitter.com/user/status/1391472536852959235
"@fannylizama Ni mis amigas de CGCyT se casaron, nada más se juntaron jajajajajajajajaja a Diosito no le gusta eso","Monterrey, Nuevo León",https://twitter.com/user/status/1389792195855540225
"@Feermariia Una morra que se enojó porque su wey me estaba haciendo plática de lo mas equis ??????? ches viejas inseguras, me cagan jajaja",puebla mexico,https://twitter.com/user/status/1388871395480903682
"@Fernandamerodio saqueseee guanga, nada le gusta","veracruz, boca del rio??",https://twitter.com/user/status/1389447710068064259
"@FraankGol Así es la mujer, le gusta provocar pero no aguanta cuando le responden",Cuauhtémoc,https://twitter.com/user/status/1390377870128726017
@GameOverCholo @ClaudiAnaya Solo xq a las@mujeres de zacatecas les encanta q las manoseen,mexico df,https://twitter.com/user/status/1389092547369349124
"@GeneralFenix100 Toda una dama, pero creo que las sacan del mismo burdel a todas","Guadalajara, Jal, M?xico",https://twitter.com/user/status/1371315875022708739
@gerardogarciamx El pobre Micky agarró la mujer más corriente de ???? para mamá de sus hijos..?????,"Baja California, México",https://twitter.com/user/status/1389285135036477442
@GlodeJo07 Pinche morra pendeja y su mamá más pendeja,"México,  D.F.",https://twitter.com/user/status/1393327834098245634
"@goliveros Evidentemente a su mamá, de otra manera no se explicaría tanta demencia y tanta Sociopatia.",Puebla,https://twitter.com/user/status/1393206099138990081
"@gsm_skywalker Si es la mujer que me gusta, SI ME MOLESTA","Zapopan, Jalisco",https://twitter.com/user/status/1390345205904285705
@jazojed porque no mejor te vas a chingar a toda tu putisima madre.,Mexico,https://twitter.com/RPY2J/status/1384754967165095943
@JCPareja_Gdl Felicidades x tan hermosa que es l dama ha mi parecer es l mejor entre piernas que he visto ese monte de Venus es una delicia,"Guadalajara, Jalisco",https://twitter.com/user/status/1372026833953296390
"@JesusEduardoLL Ahora que he sabido muchas cosas de mi mamá , han aparecido muchas fotos viejas , cuando quieras te invito a verlas ??","Zapopan, Jalisco",https://twitter.com/user/status/1391829838911217667
@joseiranlopezc1 @la_grenitas Jajaja no marches tu mama no tomo ácido folico o que. Pinche secta gacha la 4 t y morena.,"León, Guanajuato",https://twitter.com/user/status/1391461256377339911
@JulioHeartfilia @GuccihaAle Mejor dile a tu mamá que te enseñe modales porque te falta respetar. ¡Chamaco ignorante?,Ciudad de México,https://twitter.com/user/status/1392639390497873921
"@KenshinCroft Si te gusta que te insulten solo pídelo, feminazi ridícula jajajajaja","Oaxaca de Juárez, Oaxaca",https://twitter.com/user/status/1388135920948350982
@LaGranPutona Felicidades mamá cita cachonda por ser madre de la puteria,"OAXACA DE JUAREZ, OAX.",https://twitter.com/user/status/1391775502638125063
@laucha_herrera Kajajaajajsjajjajajaja esta hija de puta la voy a matar jajajja,Virreyes ,https://twitter.com/user/status/1386511649100734464
@lcastellanosmx @ReginaBlandon @postopinion_es Pinches caras de trapo van a viajar a Europa mientras los verdaderos indígenas le chingan.,"Distrito Federal, México",https://twitter.com/user/status/1388563493394202627
"@Mrs_2910 @JavierCeriani Jajaja yo lo que supe es como le gusta que lo traten como Damita jaja, ridícula la Bruja Mal Cogida.","Tlalpan, Distrito Federal",https://twitter.com/user/status/1389011048372572160
@mund_ola Saben porqué la mayoría de los fantasmas son mujeres? Porque hasta muertas les encanta estar chingando... ????,"Cajeme, Sonora",https://twitter.com/user/status/1388082305596538881
"@nidya91394381  esta puta pinta vergas con labial gratis, solo necesitan tener la verga parada y ella con gusto se las pinta con la boca",Mexico,https://twitter.com/user/status/1394142878465675268
@patyarmendarfan Pero que necesidad de decir y hacer pendejadas... Se supone que eres una dama al menos int?ntalo y no caigas en lo vulgar,Miguel Hidalgo DF,https://twitter.com/user/status/1372067093009555456
@R04945269 Conocimos a uma pareja donde la dama era muy vulgar. Bye bye,"San Luis Potos?, M?xico",https://twitter.com/user/status/1372056708391002122
@raidersoneone @daphnedare Y la madre mala es tu mamá jajaja es una puta muy caliente,"Distrito Federal, México",https://twitter.com/user/status/1392289410755014656
"@ReginoPhalange @KariSIM1de20 @YalitzaAparicio Y como es dejada, les permitió publicarlo...qué pedo, piénsalo más. Mediocre.","Tláhuac, Distrito Federal",https://twitter.com/user/status/1397560486753980421
@relacionesprohi Como m gusta tú mujer y mas con ese culo q se carga mmmmm,"Iztapalapa, Distrito Federal",https://twitter.com/user/status/1390372628507021312
@roberthewitt2 @jrsestaca @lopezobrador_ Barata tu mamá y no lo ando diciendo en Twitter.  Siga llorando c4br0n! ????????,"Coyoacán, Distrito Federal",https://twitter.com/user/status/1391517417860476931
"@Soy_Vivianita Vieja payasa que mala atención, no le gusta su trabajo. Provechito de godin a godin",Gto.,https://twitter.com/user/status/1390536101786529794
"@tudimebeto Ya ni te digo nada, que a ti te encanta encuerarte por cualquier hijo de vecina","Gómez Palacio, Durango",https://twitter.com/user/status/1388306554508562435
@ulvkr Te gusta que te hagan sufrir cabrona jajajaja,Chihuahua,https://twitter.com/user/status/1389358970368888833
"@valeloya_ @taniiavizuett @joce092 hijas de puta las dos, me cagan","Nuevo León, México",https://twitter.com/user/status/1389424388609564672
¡Vaya merienda de locas! ,Mexico,https://twitter.com/mrfrantastico/status/1369578732223102979
¿ Por qué siempre tapas respuestas que no te gustan? Plnche abortera apestosa.,Mexico,https://twitter.com/belcebuvv7/status/1391547096008957952
¿¿Así o más ridícula??,Mexico,https://twitter.com/Eugenia00987493/status/1382437935899811844
¿Doctora? Le urge un estilista!!!! ??,Mexico,https://twitter.com/NormaReyesC/status/1392572886393757700
"¿Entonces para qué diablos pides que te pregunten, ridícula?",Mexico,https://twitter.com/G_B_Go/status/1392502253853020162
"¿Fea, mamona, diva y además te freseas? Mátate, morra.",México ,https://twitter.com/maw_pardio/status/324332541622484992
¿Por qué tanto baño? ¿a poco apesta tan qlero la morra?,Mexico,https://twitter.com/gpctlax/status/1383172768108138498
¿Por qué todo lo quieren “arreglar” echándole la culpa al patriarcado? No les dieron emulsión de Scott de chiquitas o qué pedo?,Mexico,https://twitter.com/marcearmenta/status/1389437842443706372
¿Porqué me dejan de seguir? ¿Es porque no enseño las chichis? ??,México ,https://twitter.com/Pinche_Mar/status/1394777814335991831
¿Qué esperaban de ésa vieja pendeja? Una vez dijo al aire que las mamás llevaban a sus hijos enfermos a la escuela porque les daba FLOJERA quedarse a cuidarlos en sus casas ,Mexico,https://twitter.com/LadyLegasus18/status/1290528087734734849
¿Qué les ven a las tipas nacas y buchonas???,México ,https://twitter.com/MaFernandaConde/status/1323746514330701825
¿Qué onda con esta payasa whitexican? ,Mexico,https://twitter.com/mbalda16/status/1307864956319289345
¿Saben si presentó evidencias y empezó ya un proceso legal?,,https://twitter.com/NuggetDePollo8/status/1399064525085851648
"¿Y tú qué? Pinche ??con cara de bistec podrido. Si a ti te encanta succionarla, ahora sí que...¡Llégale a tu vicio! P.D. ¡Pinche ??!",baja california,https://twitter.com/user/status/1388954363335426049
“A la mujer le gusta el hombre con carácter fuerte pero de buen corazón. Esa clase de hombre que puede hacerle el amor como una bestia pero a su vez puede amarla como un poeta”.,guanajuato ,https://twitter.com/user/status/1389539275805532160
“Refugiarme en ellos” suena a que así se defendía de los vergazos que le metía su jefa.,Mexico,https://twitter.com/SolanoTravel/status/1390742548461805571
“Vive y deja vivir” – Una pinche vieja fastidiosa que no vive ni deja vivir,Mexico,https://twitter.com/liatrueba/status/1388544933171240963
1.66 y pesaba 38kg? Esa mujer sufre de maltrato con razón desapareció...,México ,https://twitter.com/AmandaG95885420/status/1395060210415308800
"1: Sería su opinión personal y se respeta 2: He cierto, se deja quien quiere 3: ¿Por qué buscar cosas sexuales? las que van y se dejan son adictas al sexo, el meco de Ricardo se da cuenta de ello, y se aprovecha, ¿Cómo lo hace? fácil, se da cuenta de sus deseos más profundos.",México ,https://twitter.com/sacowea_tv/status/1399051354300207111
1ro. Mucho texto. 2do. No mms me dieron ganas de romperle la madre a las 2.,Mexico,https://twitter.com/Edunu92/status/1381621412415340549
"3 años despues Sele: mama estoy embarazada sacame ficha para un abortito ya sabes el proceso Mama: claro hija! Quieres al mismo doctor de la otra vez? O le calamos con otro? Sele: otro, por que el otro es un machista opresor que me dijo ""otra vez tu niña!""",Mexico,https://twitter.com/yorlly/status/1381662171462053889
A esa ya le falló su única neurona que controlaba la baba ??,Mexico,https://twitter.com/carloscrortwit/status/1342898243949244422
A esas morras les falto que si jefe regresara de la tienda jajajajajaja,Mexico,https://twitter.com/Pleituz/status/1390448377473679368
A favor!!!! Pinche vieja me caga la madre,México ,https://twitter.com/adyhadyta/status/1274222072831586311
"A la prima se le arrima, y a la hermana con más gana...",Mexico,https://twitter.com/Jonn_Baines/status/1393186131076960256
"A las mujeres les molesta mucho que a muchos Hombres nos gustan las vaginas menos usadas, por que será?",Mexico,https://twitter.com/Loralito/status/1390730501024063492
a mí esa morrita me parece bastante naca,Mexico,https://twitter.com/elenn_n/status/1269745630462668800
"A mi me caga facebook, es como ir al tianguis, mujeres maquilladas como payasos, tipos con cara de malvivientes, venta de teléfonos, bicicletas, autos viejos, en fin, hiciste bien en quitar esa cosa.","Irapuato, Guanajuato",https://twitter.com/user/status/1388738539718799360
"A mí me cagan estos ""reporteritos"" mierdas!!. Mira que parece que esta pinche gorda de mierda les impone un miedo.....",Estado de Mexico,https://twitter.com/user/status/1389033209690722304
"A mí sí me encanta que me digan que soy  puta,zorra y perra cuando me están cojiendo eso me calienta más.",ciudad de México ,https://twitter.com/user/status/1387752156334280704
"A parte de bonita, niña bien.",Mexico,https://twitter.com/caajitaa/status/1391963182353223681
A pura naca le gusta que la inviten a los tacos,"Tepic, Nayarit",https://twitter.com/user/status/1388588489067794433
A quien le estás ofreciendo las nalgas?,Mexico,https://twitter.com/SalvadorGant/status/1390729897077841922
"A quién más le caga el bailecito ridículo de la víbora de la Natalia?? Digo, para hacermel@ compa!!! ??????#JuegoSurvivor","Zapopan, Jalisco",https://twitter.com/user/status/1387586055319310343
"A ti mujer, que chupas como albañil. Feliz día del hombre",Mexico,https://twitter.com/EseRonnieMc/status/1329579991177306112
"A veces creo que esas chavas hacen eso para que ""accidentalmente"" las descubra un productor de Hollywood y cumplan sus sueños pendejos... Dedícate a hacer porno y ya mamita! Cuando haces algo bien COBRA por ello , nada más andas enseñando las putas nalgas gratis, no mames!",Mexico,https://twitter.com/Muchas_Muertes/status/1389343167867150342
"A ver Claudia, muy activista del mundo y sales con pendejadas asi, educate inmadura.",Mexico,https://twitter.com/ceciug00/status/1322402800647614464
"A ver pendejas, ya pasó el día de la mujer. Pónganse a lavar los trastes, barrer y trapear como Dios manda y paren de mamar.",México ,https://twitter.com/iQueCabr0n/status/839832983389470720
aber enseña las chichis,México ,https://twitter.com/puppyyy05/status/1394301456358932480
Abrirme de patas es mi pasión!!,Mexico,https://twitter.com/eltiosalamanca/status/1390055868453036033
Aca otra prueba más de que las morras no deben de salir de la cocina ya que afuera dicen puras babosadas,Mexico,https://twitter.com/karnesyandel/status/1389600873752326149
Acaso las morras sin papá ya empezaron a chingar con eso?,Mexico,https://twitter.com/jmggzmn/status/1393163661699534852
"Acomplejada, prieta, ya estate, a callar pinche prófuga del metate.",México ,https://twitter.com/soytupapirrey/status/1397310807155912710
Acusalo con tu mamá Kiko. Pinche llorón primero la trae como chacha metida en toda la campaña,"Monterrey, Nuevo León",https://twitter.com/user/status/1392179499811409927
Además tiene como 60 años y varices. ,Mexico,https://twitter.com/Lanister_13/status/1388557054919405569
Admiro la alta autoestima de esa porcina. Ven lo que provocan pinches urgidos? Ahora cualquier lonjuda se siente un culo inalcanzable.,Mexico,https://twitter.com/chxvxtx/status/1079927127179448320
"Agarren esa pendeja y metanlá en el costal donde pusimos a los otros 20,000 pendejos únicos que no vieron la serie.",Mexico,https://twitter.com/Nuevo_Demonio/status/1383963456861179906
Ah mamá no se le presenta cualquier piojosa.,gdl,https://twitter.com/user/status/1391576565524443137
"Ah, mira nada más! Yo acá en Miami pagando impuestos para que esa pinche vieja vividora venga a Vacunarse aquí de a gratis.",Mexico,https://twitter.com/EvaStClair2/status/1392152483083005955
"Ah, una dama de la categoría ""nerd mamador"". Extrañaba ese perfil desde que salí de la escuela.",Mexico,https://twitter.com/fulandreje/status/1385965009436430338
"ahí están tus chingaderas, así quieres que voten por ti estás pendeja #arrepentidodevotarporclaudia",México ,https://twitter.com/poblanote3/status/1389675272807632904
Ahí viene la perra que te gusta bro,"Monterrey, Nuevo León.",https://twitter.com/user/status/1388942376148865026
"Ahora me doy cuenta de que las morras que me cagan realmente no me caen mal más bien no soporto cómo bse comportan los hombres a su a nuestro alrededor. En fin, creo que hay personas chidas y culeras en general. No es cuestión de género.","Distrito Federal, México",https://twitter.com/user/status/1387563999676583936
"Ahora te encanta la Traición, la doble moral, la corrupción, los malos hábitos, la hipocresía, el hablar por hablar, la codicia, el querer seguir saqueando al país y muchas cosas más, te observamos con microscopio querida hormiga! A echar a volar a idiotas cómo tú ??Feliz día??","Guanajuato, México",https://twitter.com/user/status/1388273254033510401
Ahora ya ni se puede ser niño porque se ofenden las morras horóscopo,Mexico,https://twitter.com/BraulioGr26/status/1381437368763248642
AJAJAJAJAJAJAJAJAJAAJAJA ESA ESTA MAS USADA QUE PANOCHA DE PROSTITUTA,Mexico,https://twitter.com/LADEMONlA/status/1022186429219258368
"Al mal caballo espuela, mala mujer palo que duela..",Mexico,https://twitter.com/_AldaRosas/status/263003417209876480
Al menos yo acepto que suelo ser mamona pero ustedes se juran un pan de Dios y caen peor de gordas.,Mexico,https://twitter.com/elvirarelv/status/1392674792063516673
Alch ya mátate morra pendeja,México ,https://twitter.com/_Marijose_Puga/status/1199491771190972417
Alguien tuvo padre ausente..,Mexico,https://twitter.com/ValJzhz/status/1391881276999806978
Alm que cachonda jajajajajajajajajjajajaja no ma si estás bien preciosa,México ,https://twitter.com/LoDiceUnMirrey/status/1397310919626133508
alv se ve bien artificial la perra esa,Mexico,https://twitter.com/11_emrodriguez/status/1383234329577332738
"Amiga, ni creas que nadie se dio cuenta que le estás echando los perros al jefe, eh, ¿Podrías bajarte un poco más la falda, zorra?",México ,https://twitter.com/Ay_quemierda/status/1156624854428409856
"Amigas, Amigos, con todo respeto para casi todas las mujeres, menos para esta pendeja. Dice qué sintió vergüenza por qué nuestro presidente fue a Washington ?????. Y la muy hdspm no se avergüenza por tener cara de manilla de béisbol, y por tartamuda. #OposicionMoralmenteDerrotada ?",Mexico,https://twitter.com/aruan_george/status/1281418723966869504
"Amikaaaaaaa yo lo conocí antes que tú y ademas nomas es mi amigooooooo, no hay otro interés!! Intérnate pinche vieja loca!!",México ,https://twitter.com/Nath_rojass/status/1346591235545456644
"Anda jugándole a la tuitera sensible; no es la primera vez que a Gabriela le arriman una que otra somanta, se cobija en el “no podíamos saber” ya de fue a acostar por que dice que andan enojados","Autlan de Navarro, Jalisco.",https://twitter.com/user/status/1391574331680075782
"Andan denunciando a todo el mundo de violador mientras cantan: Tú quiere que sea chivirika Putona Papi, ven y detona Que tenga un chapón Te encanta este culo Ya estoy dando para papi deja tu emoción ??Tantita madre...",Mexico DF,https://twitter.com/user/status/1387461526869663745
Ando muy amigui de mi mamá pero la señora me agarró de chacha,"Monterrey, Nuevo León",https://twitter.com/user/status/1391569146412945410
"Antes creía en el feminismo, después me puse a leer",Mexico,https://twitter.com/yellatambien/status/1312093142477348867
Aplica esa de ! Pégame pero no me dejes!... ??????????????????????????,México ,https://twitter.com/DonNadi08276691/status/1396593828665208836
"Aprovecharé este espacio para comunicarte que : ""Tus Nalguitas serán mias"". & sin necesidad de Mezcal....",Mexico,https://twitter.com/Zelitcy/status/1300594455595094016
"Aquí en San Luis, indudablemente las mujeres votarán por una mujer ¿O me equivoco? Por simple equidad de género. Y porque requerimos a una dama en la gubernatura.","San Luis Potos?, M?xico",https://twitter.com/user/status/1371613195727740935
"Aquí huele a ""tengo problemas en casa"" o ""No tengo papá"".",Mexico,https://twitter.com/AdrinNa22612769/status/1391202903931723777
"Aqui solo veo un culpable, ella, y por dinero aguanta eso y mas, así que no me vengan con machismo y esas mamadas, esta duro el hueso y no presizamente el que se estan comiendo.",Mexico,https://twitter.com/AlexisAndrei19/status/1292892576106909702
Aquí va un episodio para ti… Carnal....como cagan las pinches vecinas chismosas we?????? ,"Nuevo León, México",https://twitter.com/user/status/1389800601257603072
Aqui vemos un serio caso de falta de atención JAJAJA,México ,https://twitter.com/lalo_peraltaa/status/1394912190491136000
"Asco total las morras que publican que extrañan al ex y en siguiente post ya estan bien enamoradas del nuevo wey con el que salen, mátate morra plx.",México ,https://twitter.com/George_VenturaX/status/1230376762770460672
"Así como cuando te pones a romper cosas que no necesitan, trasporte público, ellas tienen carro que Papi les compro, que se chinge la mujer pobre y que limpie los destrozos de la Blanca que según esta peleando por los derechos de la mujer asi de ridículas.",Mexico,https://twitter.com/hotaru7892/status/1301858695958147072
"Asi como hay hombres que nomás no, hay mujeres que de a tiro la chingan de pendejas alv","Cd. Obregon, Son.",https://twitter.com/user/status/1387635911937073152
"Así como piden respeto para tomarse fotos en calzones también deberían de aplicarlo y respetar si Bad Bunny se puso uñas o no, pinches doble moral",Mexico,https://twitter.com/imjustaddy/status/1122252072815079424
Así debe ser pero hay mujeres que de plano no tienen cerebro!,Mexico,https://twitter.com/clarettatres/status/1393424201244037122
"Así es la envidia, cual alguien es mas inteligente salen con mamadas.",Mexico,https://twitter.com/VICDAGH/status/1266141225154830336
"Así es, además que si le metió con fuerza el cabezazo, esa estúpida mujer, no quiere ni un poco a su madre.",Mexico,https://twitter.com/AlinaSalazarG/status/1389261507041562632
"Así es. Y gritan a los cuatro vientos ser feministas. Si no puede con el puesto que renuncie. La Ciudad de México le quedó enorme a la ""pobrecita"".",Mexico,https://twitter.com/ClaudiaDomm108/status/1389474384470028289
Así ha dde tener el cerebro esta tipa clasista.,Mexico,https://twitter.com/laura_bo10/status/1271446002075971588
asigname tus nalgas,Mexico,https://twitter.com/Mpio_LosCabos/status/1389671291611910148
Asquisimo jaja pero así se ve esa lamehuevos,Mexico,https://twitter.com/ExoticosSubs/status/1358986688018735104
Atte.. la dependiente de sus padres..y sin futuro!!! ,México ,https://twitter.com/rfloridolailson/status/1396883524058222594
Att-la chava que no ha podido terminar la prepa abierta,Mexico,https://twitter.com/matiasrob2000/status/1392681955070783491
Aun no me puse al día pero desde el inicio presentí que sería mosquita muerta ??si me equivoco péguenme ah,México ,https://twitter.com/cherrybl0som/status/1398713275387416577
Aveces me gustaria ser feminazi para que me saliera la barba bien frondosa ??,Mexico,https://twitter.com/DcEnrike/status/1392283968658198538
Ay más tonta. ,Mexico,https://twitter.com/pamelaocampo/status/1290503098365091840
"Ay mi pendeja, ay mi pendeja ... ???????",Mexico,https://twitter.com/codywazhburn/status/1389681968401592322
Ay tan hueca la pobre ,Mexico,https://twitter.com/AleDeValdemar/status/1290499226774863878
"Ay, estas Mamadoras",Mexico,https://twitter.com/cicalassofc/status/1388584096214011912
"Ayer fuí a una fiesta donde todas las morras bailaban como en tik tok, sinceramente pensé que era mame, pero no. Están pendejas.",México ,https://twitter.com/aerocoopstale/status/1396191192010870786
Ayuda profesional ó una lobotomía... Da igual.,Mexico,https://twitter.com/DannyElAtlas/status/1338610894977159169
"Bad Ending: Sele termina embarazada a los 13 por un cricoso que se fue a comparar cigarros, tiene apenas la primaria y secundaria trunca y viviendo en una país tercermundista y en una familia con pocos ingresos y no le alcanza para el aborto.",Mexico,https://twitter.com/3NR10N/status/1381778363199721475
"Bajate la #falda Zorra, se te ve la tanga",México ,https://twitter.com/Niicofran12/status/773326948638584832
"Básicamente, resumen de todas las ridículas que presumen en Twitter lo mucho que leen.",Mexico,https://twitter.com/ExeOps/status/1391293101046652928
Bueno ! Esa señora no le da pena de que después de ver su p3s0nes como tapa de Nescafe venga con que es gringa ,Mexico,https://twitter.com/kevincoronador/status/1379486551588110369
bueno y que estas mujeres que se dicen empoderadas no pueden decir que no ?,México ,https://twitter.com/jossbarca1/status/1399034647913193474
"Bueno, por lo menos esta vez Mon Laferte se contuvo de mostras las chichis de gorila flaca.",Mexico,https://twitter.com/RajitaRosita/status/1381281932428898307
"Bueno, si le gusta la verga, entonces que le den pura verga en la primera cita",Mexico,https://twitter.com/UraneoRabbid/status/1388585042763558912
"Bueno, y que esperó esa señora que no le arrimó una bofetada a su idiota hija? Ese tipo de madres sonsas tienen mucha culpa de la clase de hijos que tienen. Vieja tonta me cayó mal por ser tan mensa y dejarse maltratar.",Mexico,https://twitter.com/AlinaSalazarG/status/1389005737058258948
